content,meta,ort,region,years,split_nr
"Grundläggande dokument Biblioteksplanen är formad med stöd i nationella och internationella styrdokument och riktlinjer, varav följande är de mest väsentliga   Demokratins skattkammare (den nationella biblioteksstrategin 2019) UNESCO:s och IFLA:s folk och skolbiblioteksmanifest FN:s konvention för barnets rättigheter Regeringens digitaliseringsstrategi  Även regionala och kommunala styrdokument har betydelse för bibliotekets verksamhet.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Danderyd,Stockholm,2020–2023,0
De viktigaste är   Den kommunala ungdomsstrategin Kultur och fritidspolitisk inriktning Den regionala biblioteksplanen Danderyds kommuns miljö och klimatprogram 20212030.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Danderyd,Stockholm,2020–2023,1
"Mediepolicy Principer kring inköp, gallring och allmän hantering av mediebeståndet, regleras via bibliotekets mediepolicy.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Danderyd,Stockholm,2020–2023,2
Mediepolicyn baserar sig på biblioteksplanen och utgör en fördjupning av de principer som återfinns här.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Danderyd,Stockholm,2020–2023,3
Mediepolicyn revideras i samband med att ny biblioteksplan antas.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Danderyd,Stockholm,2020–2023,4
"Danderyd kommuns vision och bibliotekens funktion I oktober 2017 antog fullmäktige följande vision för Danderyd kommun: Danderyd ska vara Sveriges bästa kommun att leva, bo och verka i. Danderyd möter invånarnas behov genom hela livet.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Danderyd,Stockholm,2020–2023,5
Här kombineras den moderna trädgårdsstaden med hållbar stadsmiljö.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Danderyd,Stockholm,2020–2023,6
Kommunens utveckling kännetecknas av engagemang och delaktighet.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Danderyd,Stockholm,2020–2023,7
Visionen är styrande för all kommunal verksamhet.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Danderyd,Stockholm,2020–2023,8
För biblioteket innebär den en ständig strävan efter en verksamhet som präglas av hög kvalitet och som låter sig styras av användarnas behov och önskemål.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Danderyd,Stockholm,2020–2023,9
Biblioteket bejakar sin samtid utan att tappa kopplingen till kärnuppdraget.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Danderyd,Stockholm,2020–2023,10
"En lyhörd och kvalitativ verksamhet möjliggörs genom löpande undersökningar i olika omfattning och via olika kanaler av medborgarnas behov, önskemål och förväntningar på biblioteket och dess verksamhet.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Danderyd,Stockholm,2020–2023,11
"En god ekonomisk hushållning där ekonomiska resurser läggs där de gör störst nytta är en förutsättning all kommunal verksamhet, inklusive bibliotekets.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Danderyd,Stockholm,2020–2023,12
Demografi  Vid januari 2020 hade Danderyds kommun 32 819 invånare.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Danderyd,Stockholm,2020–2023,0
Kommunen förväntas de kommande tio åren ha en långsam men stadig invånartillväxt för att år 2030 uppnå knappt 37 000 invånare.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Danderyd,Stockholm,2020–2023,1
Alla kommundelar förväntas öka sin befolkning.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Danderyd,Stockholm,2020–2023,2
Störst förväntas ökningen bli i Danderyd och minst i Enebyberg.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Danderyd,Stockholm,2020–2023,3
Åren efter 2030 förväntas antalet invånare i princip ligga stilla.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Danderyd,Stockholm,2020–2023,4
"Kommunen har en relativt åldrad befolkning där andelen 80 år och äldre förväntas öka från 6,2 till 7,6 procent mellan åren 20202030.2   För fördjupad prognos, se Danderyd b I Danderyd finns ett folkbibliotek i vardera av kommunens fyra delar: Danderyd, Djursholm, Stocksund och Enebyberg.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Danderyd,Stockholm,2020–2023,5
Sedan år 2020 finns ett fritidsgårdsbibliotek i miniformat på Friberga ungdomsgård.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Danderyd,Stockholm,2020–2023,6
Huvudbibliotek är Danderyds bibliotek i Danderyds centrum.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Danderyd,Stockholm,2020–2023,7
"Biblioteken i Danderyd hade vid oktober år 2020 18 anställda fördelade på 13,4 tjänster på folkbiblioteket samt 2,6 tjänster på skolbibliotek (sammantaget 16,0 tjänster).","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Danderyd,Stockholm,2020–2023,8
Varje kommundelsbibliotek ska ha en platsansvarig och minst en bibliotekarie eller motsvarande med barnkompetens.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Danderyd,Stockholm,2020–2023,9
På huvudbiblioteket återfinns viss specialkompetens med uppdrag att serva hela organisationen.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Danderyd,Stockholm,2020–2023,10
Vid rekrytering av ny personal ser biblioteket alltid över sitt totala kompetensbehov.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Danderyd,Stockholm,2020–2023,11
Det är kompetensbehovet som ska vara styrande i rekryteringsprocessen.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Danderyd,Stockholm,2020–2023,12
Hela bibliotekets mediebestånd är tillgängligt för låntagare på samtliga fyra bibliotek via reservationer.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Danderyd,Stockholm,2020–2023,13
Boktransporter mellan de fyra biblioteket sker fem dagar i veckan via kommunens Internservice.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Danderyd,Stockholm,2020–2023,14
Biblioteket tar inte ut någon reservationsavgift.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Danderyd,Stockholm,2020–2023,15
Skolbibliotekens bestånd är i regel inte tillgängligt för allmänheten via folkbiblioteken.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Danderyd,Stockholm,2020–2023,16
"Om en bok inte går att köpa kan biblioteket fjärrlåna boken, i första hand från annan kommun i regionen.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Danderyd,Stockholm,2020–2023,17
Vid beslut om fjärrlån gäller samma principer som vid beslut om inköp.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 18}",Danderyd,Stockholm,2020–2023,18
För fjärrlån tar biblioteket ut avgift.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 19}",Danderyd,Stockholm,2020–2023,19
Bibliotekets uppdrag och själ  Bibliotek betyder rum för böcker men en bättre beskrivning vore ett rum för berättelser.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Danderyd,Stockholm,2020–2023,0
Det är genom berättelser vi förstår vi oss själva och vår omvärld och genom berättelser vi drar upp konturerna till våra liv och fyller dem med mening.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Danderyd,Stockholm,2020–2023,1
"Att samla in, moderera, ordna och förmedla dessa berättelser är bibliotekets viktigaste uppdrag och den grund på vilken all biblioteksverksamhet vilar.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Danderyd,Stockholm,2020–2023,2
"Biblioteket är också en plats för avkoppling och rekreation, för bildning och för att utvecklas som människa.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Danderyd,Stockholm,2020–2023,3
Bildningens starka koppling till människors hälsa är välbelagd och biblioteket utför därmed en insats för folkhälsan i Danderyds kommun.3 Biblioteket är slutligen ett rum för människor.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Danderyd,Stockholm,2020–2023,4
Hit kommer man var i livet man än befinner sig och här uppstår möten över generationsgränserna.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Danderyd,Stockholm,2020–2023,5
Därmed blir biblioteket en social arena med plats för mellanmänskliga möten.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Danderyd,Stockholm,2020–2023,6
"Biblioteket blir en trygghet, inte endast för stunden, utan för livet.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Danderyd,Stockholm,2020–2023,7
"Något välbekant, en fast punkt i ett föränderligt samhälle.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Danderyd,Stockholm,2020–2023,8
Biblioteket ska följa Bibliotekslagens krav om att vara tillgängliga för alla och vara anpassade till kommuninvånarnas behov.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Danderyd,Stockholm,2020–2023,9
"Biblioteket ska även hörsamma lagens krav på att tillhandahålla ett utbud av litteratur, medier och tjänster präglat av allsidighet och kvalitet.","{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Danderyd,Stockholm,2020–2023,10
människors hälsa är välbelagd och biblioteket utför därmed en insats för folkhälsan i Danderyds kommun.4 Biblioteket är slutligen ett rum för människor.,"{'ort': 'Danderyd', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Danderyd,Stockholm,2020–2023,11
